﻿批号,标签名,分类,_status兜底模板,dims数量,qs数量,qs.dim匹配,resultTypes数量,match匹配,硬性校验,概念创意,维度设计,题目质量,结果类型,emoji配色,总分,评级,问题,处理方式
服务器单跑-8,"收藏夹吃灰达人",逆天知识,通过,6(正常),18=6×3,全部匹配,6=6,全部匹配,通过,4,4,4,4,4,20,⭐⭐⭐⭐⭐,"","直接入库"
服务器单跑-8,"洗发水用到底才换",逆天知识,通过,5(正常),15=5×3,全部匹配,5=5,全部匹配,通过,4,4,4,4,4,20,⭐⭐⭐⭐⭐,"","直接入库"
服务器单跑-8,"微信步数判行踪",逆天知识,通过,5(正常),15=5×3,全部匹配,5=5,全部匹配,通过,4,4,4,4,4,20,⭐⭐⭐⭐⭐,"","直接入库"
服务器单跑-8,"听歌品味测年龄",逆天知识,通过,6(正常),18=6×3,全部匹配,6=6,全部匹配,通过,4,4,4,4,4,20,⭐⭐⭐⭐⭐,"","直接入库"
服务器单跑-8,"上辈子是守门石狮子",玄学运势,通过,5(正常),15=5×3,全部匹配,5=5,全部匹配,通过,4,4,4,4,4,20,⭐⭐⭐⭐⭐,"","直接入库"
服务器单跑-8,"投胎当小区流浪猫",玄学运势,通过,6(正常),18=6×3,全部匹配,6=6,全部匹配,通过,4,4,4,4,4,20,⭐⭐⭐⭐⭐,"","直接入库"
服务器单跑-8,"前世是驿站喂马的",玄学运势,通过,5(正常),15=5×3,全部匹配,5=5,全部匹配,通过,4,4,4,4,4,20,⭐⭐⭐⭐⭐,"","直接入库"
服务器单跑-8,"今日摸鱼运势",玄学运势,通过,5(正常),15=5×3,全部匹配,5=5,全部匹配,通过,4,4,4,4,4,20,⭐⭐⭐⭐⭐,"","直接入库"
服务器单跑-8,"灵气值剩余检测",玄学运势,通过,6(正常),18=6×3,全部匹配,6=6,全部匹配,通过,4,4,4,4,4,20,⭐⭐⭐⭐⭐,"","直接入库"
服务器单跑-8,"月老红线缠脚了",玄学运势,通过,5(正常),15=5×3,全部匹配,5=5,全部匹配,通过,4,4,4,4,4,20,⭐⭐⭐⭐⭐,"","直接入库"
服务器单跑-8,"下辈子做冰箱",玄学运势,通过,6(正常),18=6×3,全部匹配,6=6,全部匹配,通过,4,4,4,4,4,20,⭐⭐⭐⭐⭐,"","直接入库"
服务器单跑-8,"暗恋等死型选手",情感离谱,通过,6(正常),18=6×3,全部匹配,6=6,全部匹配,通过,4,4,4,4,4,20,⭐⭐⭐⭐⭐,"","直接入库"
服务器单跑-8,"社交电池10%",情感离谱,通过,6(正常),18=6×3,全部匹配,6=6,全部匹配,通过,4,4,4,4,4,20,⭐⭐⭐⭐⭐,"","直接入库"
服务器单跑-8,"恋爱脑晚期患者",情感离谱,通过,5(正常),15=5×3,全部匹配,5=5,全部匹配,通过,4,4,4,4,4,20,⭐⭐⭐⭐⭐,"","直接入库"
服务器单跑-8,"把天聊死小能手",情感离谱,通过,6(正常),18=6×3,全部匹配,6=6,全部匹配,通过,4,4,4,4,4,20,⭐⭐⭐⭐⭐,"","直接入库"
服务器单跑-8,"朋友圈三天可见",情感离谱,通过,6(正常),18=6×3,全部匹配,6=6,全部匹配,通过,4,4,4,4,4,20,⭐⭐⭐⭐⭐,"","直接入库"
服务器单跑-8,"闺蜜恋爱军师",情感离谱,通过,5(正常),15=5×3,全部匹配,5=5,全部匹配,通过,4,4,4,4,4,20,⭐⭐⭐⭐⭐,"","直接入库"
服务器单跑-8,"开会灵魂出窍",职场发疯,通过,5(正常),15=5×3,全部匹配,5=5,全部匹配,通过,4,4,4,4,4,20,⭐⭐⭐⭐⭐,"","直接入库"
服务器单跑-8,"下班跑的比谁都快",职场发疯,通过,6(正常),18=6×3,全部匹配,6=6,全部匹配,通过,4,4,4,4,4,20,⭐⭐⭐⭐⭐,"","直接入库"
服务器单跑-8,"工位零食库管理员",职场发疯,通过,6(正常),18=6×3,全部匹配,6=6,全部匹配,通过,4,4,4,4,4,20,⭐⭐⭐⭐⭐,"","直接入库"
服务器单跑-8,"前任大数据分析师",趣味整活,失败,-,-,-,-,-,失败,0,0,0,0,0,0,⭐ 无效,"_status=failed","需重跑"
服务器单跑-8,"塑料爱情质检员",情感离谱,失败,-,-,-,-,-,失败,0,0,0,0,0,0,⭐ 无效,"_status=failed","需重跑"
服务器单跑-8,"恋爱系统版本过低",趣味整活,失败,-,-,-,-,-,失败,0,0,0,0,0,0,⭐ 无效,"_status=failed","需重跑"
服务器单跑-8,"恋爱躺平学家",职场发疯,失败,-,-,-,-,-,失败,0,0,0,0,0,0,⭐ 无效,"_status=failed","需重跑"
服务器单跑-8,"前任纪念品博物馆",情感离谱,失败,-,-,-,-,-,失败,0,0,0,0,0,0,⭐ 无效,"_status=failed","需重跑"
服务器单跑-8,"消息已读不回",性格搞怪,失败,-,-,-,-,-,失败,0,0,0,0,0,0,⭐ 无效,"_status=failed","需重跑"
服务器单跑-8,"赖床十级学者",性格搞怪,失败,-,-,-,-,-,失败,0,0,0,0,0,0,⭐ 无效,"_status=failed","需重跑"
服务器单跑-8,"外卖永远点同款",逆天知识,失败,-,-,-,-,-,失败,0,0,0,0,0,0,⭐ 无效,"_status=failed","需重跑"
服务器单跑-9,"改方案改到吐",职场发疯,通过,5(正常),15=5×3,全部匹配,5=5,全部匹配,通过,4,4,4,4,4,20,⭐⭐⭐⭐⭐,"","直接入库"
服务器单跑-9,"群聊潜水截图党",职场发疯,通过,6(正常),18=6×3,全部匹配,6=6,全部匹配,通过,5,5,5,5,4,24,⭐⭐⭐⭐⭐,"","直接入库"
服务器单跑-9,"周一综合症重度",职场发疯,通过,6(正常),18=6×3,全部匹配,6=6,全部匹配,通过,5,5,5,5,4,24,⭐⭐⭐⭐⭐,"","直接入库"
服务器单跑-9,"工资到账即清空",职场发疯,通过,6(正常),18=6×3,全部匹配,6=6,全部匹配,通过,5,5,5,5,4,24,⭐⭐⭐⭐⭐,"","直接入库"
服务器单跑-9,"拖延二级残废",性格搞怪,通过,6(正常),18=6×3,全部匹配,6=6,全部匹配,通过,5,5,5,5,4,24,⭐⭐⭐⭐⭐,"","直接入库"
服务器单跑-9,"外卖选择困难户",性格搞怪,通过,6(正常),18=6×3,全部匹配,6=6,全部匹配,通过,5,5,5,5,4,24,⭐⭐⭐⭐⭐,"","直接入库"
服务器单跑-9,"开会摸鱼段位鉴定",职场发疯,通过,6(正常),18=6×3,全部匹配,6=6,全部匹配,通过,5,5,5,5,4,24,⭐⭐⭐⭐⭐,"","直接入库"
服务器单跑-9,"emo文案收藏家",情感离谱,通过,5(正常),15=5×3,全部匹配,5=5,全部匹配,通过,4,4,4,4,4,20,⭐⭐⭐⭐⭐,"","直接入库"
服务器单跑-9,"下班倒计时选手",职场发疯,通过,6(正常),18=6×3,全部匹配,6=6,全部匹配,通过,5,5,5,5,4,24,⭐⭐⭐⭐⭐,"","直接入库"
服务器单跑-9,"深夜网抑云常驻嘉宾",情感离谱,通过,6(正常),18=6×3,全部匹配,6=6,全部匹配,通过,5,5,5,5,4,24,⭐⭐⭐⭐⭐,"","直接入库"
服务器单跑-9,"凑单小能手",趣味整活,通过,5(正常),15=5×3,全部匹配,5=5,全部匹配,通过,5,5,5,5,4,24,⭐⭐⭐⭐⭐,"","直接入库"
服务器单跑-9,"明日复明日信徒",性格搞怪,通过,6(正常),18=6×3,全部匹配,6=6,全部匹配,通过,5,5,5,5,4,24,⭐⭐⭐⭐⭐,"","直接入库"
服务器单跑-9,"工位隐形摸鱼人",职场发疯,通过,6(正常),18=6×3,全部匹配,6=6,全部匹配,通过,5,5,5,5,4,24,⭐⭐⭐⭐⭐,"","直接入库"
服务器单跑-9,"无用商品收藏家",性格搞怪,通过,6(正常),18=6×3,全部匹配,6=6,全部匹配,通过,5,5,5,5,4,24,⭐⭐⭐⭐⭐,"","直接入库"
服务器单跑-9,"外卖备注十级学者",逆天知识,通过,6(正常),18=6×3,全部匹配,6=6,全部匹配,通过,5,5,5,5,4,24,⭐⭐⭐⭐⭐,"","直接入库"
服务器单跑-9,"拖延症阎王薄记载",玄学运势,通过,5(正常),15=5×3,全部匹配,5=5,全部匹配,通过,4,4,4,4,4,20,⭐⭐⭐⭐⭐,"","直接入库"
服务器单跑-9,"工作群潜水冠军",职场发疯,通过,5(正常),15=5×3,全部匹配,5=5,全部匹配,通过,5,5,5,5,4,24,⭐⭐⭐⭐⭐,"","直接入库"
服务器单跑-9,"深夜食欲控制失败",情感离谱,通过,5(正常),15=5×3,全部匹配,5=5,全部匹配,通过,5,5,5,5,4,24,⭐⭐⭐⭐⭐,"","直接入库"
服务器单跑-9,"快递拆箱仪式爱好者",趣味整活,通过,6(正常),18=6×3,全部匹配,6=6,全部匹配,通过,5,5,5,5,4,24,⭐⭐⭐⭐⭐,"","直接入库"
服务器单跑-9,"万年踩点上班选手",性格搞怪,通过,6(正常),18=6×3,全部匹配,6=6,全部匹配,通过,5,5,5,5,4,24,⭐⭐⭐⭐⭐,"","直接入库"
服务器单跑-9,"乾隆同款外卖品味",逆天知识,通过,6(正常),18=6×3,全部匹配,6=6,全部匹配,通过,5,5,5,5,4,24,⭐⭐⭐⭐⭐,"","直接入库"
服务器单跑-9,"摸鱼功德积累器",玄学运势,通过,5(正常),15=5×3,全部匹配,5=5,全部匹配,通过,5,5,5,5,4,24,⭐⭐⭐⭐⭐,"","直接入库"
服务器单跑-9,"下班失联专业户",职场发疯,通过,6(正常),18=6×3,全部匹配,6=6,全部匹配,通过,5,5,5,5,4,24,⭐⭐⭐⭐⭐,"","直接入库"
服务器单跑-9,"emo秒删选手",情感离谱,通过,6(正常),18=6×3,全部匹配,6=6,全部匹配,通过,5,5,5,5,4,24,⭐⭐⭐⭐⭐,"","直接入库"
服务器单跑-9,"deadline战神",性格搞怪,通过,6(正常),18=6×3,全部匹配,6=6,全部匹配,通过,5,5,5,5,4,24,⭐⭐⭐⭐⭐,"","直接入库"
服务器单跑-9,"上辈子是囤货松鼠",玄学运势,通过,6(正常),18=6×3,全部匹配,6=6,全部匹配,通过,5,5,5,5,4,24,⭐⭐⭐⭐⭐,"","直接入库"
服务器单跑-9,"开会走神选手",职场发疯,通过,5(正常),15=5×3,全部匹配,5=5,全部匹配,通过,5,5,5,5,4,24,⭐⭐⭐⭐⭐,"","直接入库"
服务器单跑-9,"深夜回忆杀患者",情感离谱,通过,5(正常),15=5×3,全部匹配,5=5,全部匹配,通过,5,5,5,5,4,24,⭐⭐⭐⭐⭐,"","直接入库"
服务器单跑-9,"退货小能手",趣味整活,通过,6(正常),18=6×3,全部匹配,6=6,全部匹配,通过,5,5,5,5,4,24,⭐⭐⭐⭐⭐,"","直接入库"
服务器单跑-9,"摸鱼转世锦鲤",玄学运势,通过,6(正常),18=6×3,全部匹配,6=6,全部匹配,通过,5,5,5,5,4,24,⭐⭐⭐⭐⭐,"","直接入库"
服务器单跑-9,"网购买同款狂魔",性格搞怪,通过,5(正常),15=5×3,全部匹配,5=5,全部匹配,通过,4,4,4,4,4,20,⭐⭐⭐⭐⭐,"","直接入库"
服务器单跑-9,"深夜哲学大师",趣味整活,通过,5(正常),15=5×3,全部匹配,5=5,全部匹配,通过,4,4,4,4,4,20,⭐⭐⭐⭐⭐,"","直接入库"
服务器单跑-9,"下辈子当收租婆",玄学运势,通过,6(正常),18=6×3,全部匹配,6=6,全部匹配,通过,5,5,5,5,4,24,⭐⭐⭐⭐⭐,"","直接入库"
服务器单跑-9,"外卖催单大师",情感离谱,通过,6(正常),18=6×3,全部匹配,6=6,全部匹配,通过,5,5,5,5,4,24,⭐⭐⭐⭐⭐,"","直接入库"
服务器单跑-9,"网购剁手达人",趣味整活,失败,-,-,-,-,-,失败,0,0,0,0,0,0,⭐ 无效,"_status=failed","需重跑"
服务器单跑-9,"上辈子是驿站囤货员",玄学运势,失败,-,-,-,-,-,失败,0,0,0,0,0,0,⭐ 无效,"_status=failed","需重跑"
服务器单跑-9,"外卖口味考古学家",逆天知识,失败,-,-,-,-,-,失败,0,0,0,0,0,0,⭐ 无效,"_status=failed","需重跑"
服务器单跑-9,"下辈子当外卖试吃员",玄学运势,失败,-,-,-,-,-,失败,0,0,0,0,0,0,⭐ 无效,"_status=failed","需重跑"
服务器单跑-9,"购物车囤货大师",趣味整活,失败,-,-,-,-,-,失败,0,0,0,0,0,0,⭐ 无效,"_status=failed","需重跑"
服务器单跑-9,"外卖满减计算器",逆天知识,失败,-,-,-,-,-,失败,0,0,0,0,0,0,⭐ 无效,"_status=failed","需重跑"
服务器单跑-9,"选择性拖延症",性格搞怪,失败,-,-,-,-,-,失败,0,0,0,0,0,0,⭐ 无效,"_status=failed","需重跑"
服务器单跑-9,"外卖差评鉴赏家",逆天知识,失败,-,-,-,-,-,失败,0,0,0,0,0,0,⭐ 无效,"_status=failed","需重跑"
服务器单跑-9,"上班带饭零存活",职场发疯,失败,-,-,-,-,-,失败,0,0,0,0,0,0,⭐ 无效,"_status=failed","需重跑"
服务器单跑-9,"古代拖延症身份",逆天知识,失败,-,-,-,-,-,失败,0,0,0,0,0,0,⭐ 无效,"_status=failed","需重跑"
批03_81-120,"下辈子是什么垃圾",玄学运势,通过,5(正常),15=5×3,全部匹配,5=5,全部匹配,通过,4,4,4,4,4,20,⭐⭐⭐⭐⭐,"","直接入库"
批03_81-120,"朋友群的聊天定位",情感离谱,通过,5(正常),15=5×3,全部匹配,5=5,全部匹配,通过,4,5,5,5,4,23,⭐⭐⭐⭐⭐,"","直接入库"
批03_81-120,"你的大脑是什么浏览器",趣味整活,通过,6(正常),18=6×3,全部匹配,6=6,全部匹配,通过,5,5,5,5,4,24,⭐⭐⭐⭐⭐,"","直接入库"
批03_81-120,"用点菜方式看统治风格",逆天知识,通过,5(正常),15=5×3,全部匹配,5=5,全部匹配,通过,4,4,4,4,4,20,⭐⭐⭐⭐⭐,"","直接入库"
批03_81-120,"你的阳寿被什么扣完了",玄学运势,通过,6(正常),18=6×3,全部匹配,6=6,全部匹配,通过,5,5,5,5,4,24,⭐⭐⭐⭐⭐,"","直接入库"
批03_81-120,"恋爱像在玩什么游戏",情感离谱,通过,6(正常),18=6×3,全部匹配,6=6,全部匹配,通过,5,5,5,5,4,24,⭐⭐⭐⭐⭐,"","直接入库"
批03_81-120,"办公室食物链位置",职场发疯,通过,6(正常),18=6×3,全部匹配,6=6,全部匹配,通过,4,5,5,5,4,23,⭐⭐⭐⭐⭐,"","直接入库"
批03_81-120,"你的笑声像什么乐器",趣味整活,通过,6(正常),18=6×3,全部匹配,6=6,全部匹配,通过,5,5,5,5,4,24,⭐⭐⭐⭐⭐,"","直接入库"
批03_81-120,"上辈子存的功德余额",玄学运势,通过,6(正常),18=6×3,全部匹配,6=6,全部匹配,通过,4,4,4,4,4,20,⭐⭐⭐⭐⭐,"","直接入库"
批03_81-120,"你的工位风水怎么样",职场发疯,通过,6(正常),18=6×3,全部匹配,6=6,全部匹配,通过,4,5,5,5,4,23,⭐⭐⭐⭐⭐,"","直接入库"
批03_81-120,"确诊为二手市场",性格搞怪,通过,6(正常),18=6×3,全部匹配,6=6,全部匹配,通过,5,5,5,5,4,24,⭐⭐⭐⭐⭐,"","直接入库"
批03_81-120,"你的大脑后台程序",趣味整活,通过,5(正常),15=5×3,全部匹配,5=5,全部匹配,通过,5,5,5,5,4,24,⭐⭐⭐⭐⭐,"","直接入库"
批03_81-120,"用赖床理由推测历史事件",逆天知识,通过,5(正常),15=5×3,全部匹配,5=5,全部匹配,通过,4,4,4,4,4,20,⭐⭐⭐⭐⭐,"","直接入库"
批03_81-120,"下辈子的出生点",玄学运势,通过,6(正常),18=6×3,全部匹配,6=6,全部匹配,通过,4,4,4,4,4,20,⭐⭐⭐⭐⭐,"","直接入库"
批03_81-120,"暗恋像在玩什么",情感离谱,通过,5(正常),15=5×3,全部匹配,5=5,全部匹配,通过,5,5,5,5,4,24,⭐⭐⭐⭐⭐,"","直接入库"
批03_81-120,"职场隐身术修炼等级",职场发疯,通过,6(正常),18=6×3,全部匹配,6=6,全部匹配,通过,5,5,5,5,4,24,⭐⭐⭐⭐⭐,"","直接入库"
批03_81-120,"工位上的神秘失踪事件",职场发疯,通过,6(正常),18=6×3,全部匹配,6=6,全部匹配,通过,4,5,5,5,4,23,⭐⭐⭐⭐⭐,"","直接入库"
批03_81-120,"下辈子投胎成什么岗位",玄学运势,通过,6(正常),18=6×3,全部匹配,6=6,全部匹配,通过,5,5,5,5,4,24,⭐⭐⭐⭐⭐,"","直接入库"
批03_81-120,"社交电池容量",情感离谱,通过,6(正常),18=6×3,全部匹配,6=6,全部匹配,通过,4,4,5,5,4,22,⭐⭐⭐⭐⭐,"","直接入库"
批03_81-120,"给Wi-Fi分配MBTI",趣味整活,通过,6(正常),18=6×3,全部匹配,6=6,全部匹配,通过,4,4,4,4,4,20,⭐⭐⭐⭐⭐,"","直接入库"
批03_81-120,"你是哪个朝代的民间专家",逆天知识,通过,5(正常),15=5×3,全部匹配,5=5,全部匹配,通过,4,4,4,4,4,20,⭐⭐⭐⭐⭐,"","直接入库"
批03_81-120,"灵气复苏后你的本体",玄学运势,通过,6(正常),18=6×3,全部匹配,6=6,全部匹配,通过,4,4,4,4,4,20,⭐⭐⭐⭐⭐,"","直接入库"
批03_81-120,"塑料友情鉴定",情感离谱,通过,5(正常),15=5×3,全部匹配,5=5,全部匹配,通过,4,4,4,4,4,20,⭐⭐⭐⭐⭐,"","直接入库"
批03_81-120,"开会时的真实脑内活动",职场发疯,通过,5(正常),15=5×3,全部匹配,5=5,全部匹配,通过,5,5,5,5,4,24,⭐⭐⭐⭐⭐,"","直接入库"
批03_81-120,"通过奶茶订单反推人生",逆天知识,通过,6(正常),18=6×3,全部匹配,6=6,全部匹配,通过,5,5,5,5,4,24,⭐⭐⭐⭐⭐,"","直接入库"
批03_81-120,"暗恋表达流派",情感离谱,通过,6(正常),18=6×3,全部匹配,6=6,全部匹配,通过,5,5,5,5,4,24,⭐⭐⭐⭐⭐,"","直接入库"
批03_81-120,"下班前最后五分钟",职场发疯,通过,6(正常),18=6×3,全部匹配,6=6,全部匹配,通过,5,5,5,5,4,24,⭐⭐⭐⭐⭐,"","直接入库"
批03_81-120,"确诊为路由器",性格搞怪,通过,6(正常),18=6×3,全部匹配,6=6,全部匹配,通过,5,5,5,5,4,24,⭐⭐⭐⭐⭐,"","直接入库"
批03_81-120,"你的表情包灵魂伴侣",趣味整活,通过,6(正常),18=6×3,全部匹配,6=6,全部匹配,通过,5,5,5,5,4,24,⭐⭐⭐⭐⭐,"","直接入库"
批03_81-120,"今日运势（准不准你说了算）",玄学运势,通过,5(正常),15=5×3,全部匹配,5=5,全部匹配,通过,4,4,4,4,4,20,⭐⭐⭐⭐⭐,"","直接入库"
批03_81-120,"朋友群里的备注名",情感离谱,通过,6(正常),18=6×3,全部匹配,6=6,全部匹配,通过,4,5,5,5,4,23,⭐⭐⭐⭐⭐,"","直接入库"
批03_81-120,"摸鱼时创造的副业",职场发疯,通过,6(正常),18=6×3,全部匹配,6=6,全部匹配,通过,5,5,5,5,4,24,⭐⭐⭐⭐⭐,"","直接入库"
批03_81-120,"把天聊死锦标赛冠军",性格搞怪,通过,6(正常),18=6×3,全部匹配,6=6,全部匹配,通过,5,5,5,5,4,24,⭐⭐⭐⭐⭐,"","直接入库"
批03_81-120,"如果家具会说话",趣味整活,通过,6(正常),18=6×3,全部匹配,6=6,全部匹配,通过,4,5,5,5,4,23,⭐⭐⭐⭐⭐,"","直接入库"
批03_81-120,"确诊为薛定谔的猫",性格搞怪,失败,-,-,-,-,-,失败,0,0,0,0,0,0,⭐ 无效,"_status=failed","需重跑"
批03_81-120,"从起床气判断武将类型",逆天知识,失败,-,-,-,-,-,失败,0,0,0,0,0,0,⭐ 无效,"_status=failed","需重跑"
批03_81-120,"备忘录人格",性格搞怪,失败,-,-,-,-,-,失败,0,0,0,0,0,0,⭐ 无效,"_status=failed","需重跑"
批03_81-120,"你的手机相册是什么垃圾场",趣味整活,失败,-,-,-,-,-,失败,0,0,0,0,0,0,⭐ 无效,"_status=failed","需重跑"
批03_81-120,"冷门生活技巧持有者",逆天知识,失败,-,-,-,-,-,失败,0,0,0,0,0,0,⭐ 无效,"_status=failed","需重跑"
批03_81-120,"你的外卖人格",逆天知识,失败,-,-,-,-,-,失败,0,0,0,0,0,0,⭐ 无效,"_status=failed","需重跑"
服务器重跑,"下辈子投胎去哪",,通过,5(正常),15=5×3,全部匹配,5=5,全部匹配,通过,4,4,4,4,4,20,⭐⭐⭐⭐⭐,"","直接入库"
服务器重跑,"拖延症晚期",,通过,6(正常),18=6×3,全部匹配,6=6,全部匹配,通过,5,5,5,5,4,24,⭐⭐⭐⭐⭐,"","直接入库"
服务器重跑,"你是哪种小猫",,通过,6(正常),18=6×3,全部匹配,6=6,全部匹配,通过,4,5,5,5,4,23,⭐⭐⭐⭐⭐,"","直接入库"
服务器重跑,"谁在暗恋你",,通过,5(正常),15=5×3,全部匹配,5=5,全部匹配,通过,4,4,4,4,4,20,⭐⭐⭐⭐⭐,"","直接入库"
服务器重跑,"社死瞬间",,通过,6(正常),18=6×3,全部匹配,6=6,全部匹配,通过,5,5,5,5,4,24,⭐⭐⭐⭐⭐,"","直接入库"
服务器重跑,"抽象大师",,通过,6(正常),18=6×3,全部匹配,6=6,全部匹配,通过,5,5,5,5,4,24,⭐⭐⭐⭐⭐,"","直接入库"
服务器重跑,"测测寿命",,通过,6(正常),18=6×3,全部匹配,6=6,全部匹配,通过,4,4,4,4,4,20,⭐⭐⭐⭐⭐,"","直接入库"
服务器重跑,"板砖武器",,通过,6(正常),18=6×3,全部匹配,6=6,全部匹配,通过,4,5,5,5,4,23,⭐⭐⭐⭐⭐,"","直接入库"
服务器重跑,"你的超能力",,通过,6(正常),18=6×3,全部匹配,6=6,全部匹配,通过,4,5,5,5,4,23,⭐⭐⭐⭐⭐,"","直接入库"
服务器重跑,"前世是什么",,通过,5(正常),15=5×3,全部匹配,5=5,全部匹配,通过,4,4,4,4,4,20,⭐⭐⭐⭐⭐,"","直接入库"
服务器重跑,"讨好型人格",,通过,6(正常),18=6×3,全部匹配,6=6,全部匹配,通过,5,5,5,5,4,24,⭐⭐⭐⭐⭐,"","直接入库"
服务器重跑,"精神状态良好",,通过,5(正常),15=5×3,全部匹配,5=5,全部匹配,通过,4,4,4,4,4,20,⭐⭐⭐⭐⭐,"","直接入库"
服务器重跑,"MBTI隐秘人格",,通过,5(正常),15=5×3,全部匹配,5=5,全部匹配,通过,5,5,5,5,4,24,⭐⭐⭐⭐⭐,"","直接入库"
服务器重跑,"摸鱼天花板",,通过,6(正常),18=6×3,全部匹配,6=6,全部匹配,通过,5,5,5,5,4,24,⭐⭐⭐⭐⭐,"","直接入库"
服务器重跑,"渣男鉴别器",,通过,6(正常),18=6×3,全部匹配,6=6,全部匹配,通过,5,5,5,5,4,24,⭐⭐⭐⭐⭐,"","直接入库"
服务器重跑,"社恐评级",,通过,5(正常),15=5×3,全部匹配,5=5,全部匹配,通过,4,4,5,5,4,22,⭐⭐⭐⭐⭐,"","直接入库"
服务器重跑,"发疯指数测试",,通过,5(正常),15=5×3,全部匹配,5=5,全部匹配,通过,5,5,5,5,4,24,⭐⭐⭐⭐⭐,"","直接入库"
服务器重跑,"摆烂大师",,通过,5(正常),15=5×3,全部匹配,5=5,全部匹配,通过,5,5,5,5,4,24,⭐⭐⭐⭐⭐,"","直接入库"
服务器重跑,"戏精体质",,通过,6(正常),18=6×3,全部匹配,6=6,全部匹配,通过,5,5,5,5,4,24,⭐⭐⭐⭐⭐,"","直接入库"
服务器重跑,"当代年轻人",,通过,6(正常),18=6×3,全部匹配,6=6,全部匹配,通过,5,5,5,5,4,24,⭐⭐⭐⭐⭐,"","直接入库"
服务器重跑,"你的精神图腾",,通过,6(正常),18=6×3,全部匹配,6=6,全部匹配,通过,4,5,5,5,4,23,⭐⭐⭐⭐⭐,"","直接入库"
服务器重跑,"小丑竟是我",,通过,5(正常),15=5×3,全部匹配,5=5,全部匹配,通过,5,5,5,5,4,24,⭐⭐⭐⭐⭐,"","直接入库"
服务器重跑,"测试你的怨气值",,通过,6(正常),18=6×3,全部匹配,6=6,全部匹配,通过,5,5,5,5,4,24,⭐⭐⭐⭐⭐,"","直接入库"
服务器重跑,"今天吃什么",,失败,-,-,-,-,-,失败,0,0,0,0,0,0,⭐ 无效,"_status=failed","需重跑"
服务器重跑,"测试寿命",,失败,-,-,-,-,-,失败,0,0,0,0,0,0,⭐ 无效,"_status=failed","需重跑"
服务器补跑,今天吃什么,,失败,-,-,-,-,-,失败,0,0,0,0,0,0,⭐ 无效,_status=failed;title为兜底模板,需重跑
服务器补跑,测试寿命,,失败,-,-,-,-,-,失败,0,0,0,0,0,0,⭐ 无效,_status=failed;title为兜底模板,需重跑
服务器补跑,今天吃什么,,通过,5(正常),15=5×3,全部匹配,5=5,全部匹配,通过,4,4,4,4,4,20,⭐⭐⭐⭐⭐,"","直接入库"
服务器补跑,测试寿命,,通过,6(正常),18=6×3,全部匹配,6=6,全部匹配,通过,4,4,4,4,4,20,⭐⭐⭐⭐⭐,"","直接入库"
